"000001",2011/4,1,1.26853752396E9
"000001",2011/8,1,7.9366540793E8
"000001",2011/10,1,4.4277875467E8
"000001",2012/12,1,5.3282618406E8
"000001",2012/12,1,1.14305789208E9
"000001",2013/1,1,1.56884202543E9
"000001",2013/1,1,1.46565162724E9
"000001",2013/1,1,2.16754963315E9
"000001",2013/1,1,2.36520317656E9
"000001",2013/2,1,1.79344573228E9
"000001",2013/2,1,2.18622776892E9
"000001",2013/2,1,2.48783067395E9
"000001",2013/3,1,2.70025329492E9
"000001",2013/3,1,2.95019192866E9
"000001",2013/4,1,2.90266728904E9
"000001",2013/5,1,1.62014308121E9
"000001",2013/5,1,1.65368446801E9
"000001",2013/7,1,1.73722815833E9
"000001",2013/7,1,1.23475207051E9
"000001",2013/8,1,1.67737744063E9
"000001",2013/9,1,2.63938223998E9
"000001",2013/9,1,2.41843240543E9
"000001",2013/10,1,2.98126081851E9
"000001",2014/3,1,1.31675480324E9
"000001",2014/7,1,1.99792240142E9
"000001",2014/10,1,3.90087515194E9
"000001",2014/11,1,5.79339223545E9
"000001",2014/12,1,4.43654527575E9
"000001",2014/12,1,4.67428495456E9
"000001",2014/12,1,5.88366442156E9
"000001",2014/12,1,3.4339886185E9
"000001",2014/12,1,6.57920239742E9
"000001",2015/3,1,3.06798554055E9
"000001",2015/4,1,5.78445903868E9
"000001",2015/4,1,6.33964886319E9
"000001",2015/6,1,8.59694209437E9
"000001",2015/6,1,3.57297844138E9
"000001",2015/7,1,6.80800372334E9
"000001",2015/7,1,5.90469861693E9
"000001",2015/7,1,6.89158120721E9
"000001",2015/8,1,1.7577397334E9
"000001",2015/8,1,1.91216326556E9
"000001",2015/9,1,3.00386070381E9
"000001",2015/9,1,3.27380329298E9
"000001",2015/11,1,1.49325554171E9
"000001",2015/12,1,1.97875051032E9
"000001",2017/7,1,3.84201017129E9
"000001",2017/7,1,3.18014456646E9
"000001",2017/11,1,2.91426916044E9
"000001",2017/11,1,3.86014547282E9
"000001",2018/1,1,4.37670708852E9
"000001",2018/2,1,3.32635531478E9
"000001",2018/8,1,2.99507197681E9
"000001",2018/10,1,2.17357125462E9
"000001",2019/1,1,1.42214988816E9
"000001",2019/2,1,3.4159468602E9
"000001",2019/4,1,3.37955030718E9
"000002",2012/9,1,6.1881313723E8
"000002",2012/12,1,1.65833810249E9
"000002",2013/4,1,1.61586842116E9
"000002",2013/6,1,2.29284389598E9
"000002",2013/7,1,9.4724835656E8
"000002",2014/1,1,8.5760774663E8
"000002",2014/3,1,1.90090953486E9
"000002",2014/3,1,2.11880700989E9
"000002",2014/11,1,3.50293182475E9
"000002",2014/12,1,4.30452445055E9
"000002",2014/12,1,6.49492996136E9
"000002",2015/1,1,4.55400405285E9
